EKİN TÜRÜ,TOPRAK TİPİ,BÖLGE,SICAKLIK,HAVA DURUMU,SU İHTİYACI
Fasulye,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Ruzgarlı,5.9
Fasulye,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu,0.1
Fasulye,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Normal,5.8
Fasulye,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli,7.3
Fasulye,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Ruzgarlı,6.8
Fasulye,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Yağmurlu,0.3
Fasulye,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Normal,6.7
Fasulye,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Güneşli,8.2
Fasulye,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Ruzgarlı,7.7
Fasulye,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Yağmurlu,0.4
Fasulye,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Normal,2.8
Fasulye,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Güneşli,4.3
Fasulye,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Ruzgarlı,3.8
Fasulye,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Yağmurlu,0.1
Fasulye,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Normal,3.7
Fasulye,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Güneşli,5.2
Fasulye,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Ruzgarlı,4.7
Fasulye,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Yağmurlu,0.1
Fasulye,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Normal,4.9
Fasulye,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Güneşli,6.4
Fasulye,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Ruzgarlı,5.9
Fasulye,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Yağmurlu,0.5
Fasulye,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Normal,5.8
Fasulye,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Güneşli,7.3
Fasulye,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Ruzgarlı,6.8
Fasulye,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Yağmurlu,0.3
Fasulye,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Normal,4.1
Fasulye,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Güneşli,5.6
Fasulye,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Ruzgarlı,5.1
Fasulye,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu,0.1
Fasulye,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Normal,5.1
Fasulye,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli,6.6
Fasulye,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Ruzgarlı,6.1
Fasulye,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu,0.4
Fasulye,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Normal,6.2
Fasulye,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli,7.7
Fasulye,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Ruzgarlı,7.2
Fasulye,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Yağmurlu,0.5
Fasulye,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Normal,7.3
Fasulye,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Güneşli,8.8
Fasulye,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Ruzgarlı,8.3
Fasulye,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Yağmurlu,0.8
Fasulye,Islak,Akdeniz Bölgesi,10-20,Normal,3.5
Fasulye,Islak,Akdeniz Bölgesi,10-20,Güneşli,5.0
Fasulye,Islak,Akdeniz Bölgesi,10-20,Ruzgarlı,4.5
Fasulye,Islak,Akdeniz Bölgesi,10-20,Yağmurlu,0.1
Fasulye,Islak,Akdeniz Bölgesi,20-30,Normal,4.6
Fasulye,Islak,Akdeniz Bölgesi,20-30,Güneşli,6.1
Fasulye,Islak,Akdeniz Bölgesi,20-30,Ruzgarlı,5.6
Fasulye,Islak,Akdeniz Bölgesi,20-30,Yağmurlu,0.2
Fasulye,Islak,Akdeniz Bölgesi,30-40,Normal,5.7
Fasulye,Islak,Akdeniz Bölgesi,30-40,Güneşli,7.2
Fasulye,Islak,Akdeniz Bölgesi,30-40,Ruzgarlı,6.7
Fasulye,Islak,Akdeniz Bölgesi,30-40,Yağmurlu,0.3
Fasulye,Islak,Akdeniz Bölgesi,40-50,Normal,6.6
Fasulye,Islak,Akdeniz Bölgesi,40-50,Güneşli,8.1
Fasulye,Islak,Akdeniz Bölgesi,40-50,Ruzgarlı,7.6
Fasulye,Islak,Akdeniz Bölgesi,40-50,Yağmurlu,0.5
Fasulye,Islak,Güneydoğu Anadolu Bölgesi,10-20,Normal,2.6
Fasulye,Islak,Güneydoğu Anadolu Bölgesi,10-20,Güneşli,4.1
Fasulye,Islak,Güneydoğu Anadolu Bölgesi,10-20,Ruzgarlı,3.6
Fasulye,Islak,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu,0.1
Fasulye,Islak,Güneydoğu Anadolu Bölgesi,20-30,Normal,3.6
Fasulye,Islak,Güneydoğu Anadolu Bölgesi,20-30,Güneşli,5.1
Fasulye,Islak,Güneydoğu Anadolu Bölgesi,20-30,Ruzgarlı,4.6
Fasulye,Islak,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu,0.1
Fasulye,Islak,Güneydoğu Anadolu Bölgesi,30-40,Normal,4.7
Fasulye,Islak,Güneydoğu Anadolu Bölgesi,30-40,Güneşli,6.2
Fasulye,Islak,Güneydoğu Anadolu Bölgesi,30-40,Ruzgarlı,5.7
Fasulye,Islak,Güneydoğu Anadolu Bölgesi,30-40,Yağmurlu,0.1
Fasulye,Islak,Güneydoğu Anadolu Bölgesi,40-50,Normal,5.6
Fasulye,Islak,Güneydoğu Anadolu Bölgesi,40-50,Güneşli,7.1
Fasulye,Islak,Güneydoğu Anadolu Bölgesi,40-50,Ruzgarlı,6.6
Fasulye,Islak,Güneydoğu Anadolu Bölgesi,40-50,Yağmurlu,0.3
Fasulye,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Normal,1.64
Fasulye,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Güneşli,3.14
Fasulye,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Ruzgarlı,2.6
Fasulye,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Yağmurlu,0.1
Fasulye,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Normal,2.6
Fasulye,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Güneşli,4.1
Fasulye,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Ruzgarlı,3.6
Fasulye,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Yağmurlu,0.1
Fasulye,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Normal,3.7
Fasulye,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Güneşli,5.2
Fasulye,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Ruzgarlı,4.6
Fasulye,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Yağmurlu,0.1
Fasulye,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Normal,4.6
Fasulye,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Güneşli,6.1
Fasulye,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Ruzgarlı,5.6
Fasulye,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Yağmurlu,0.1
Buğday,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Normal,10.54
Buğday,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Güneşli,12.0
Buğday,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Ruzgarlı,11.54
Buğday,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu,2.54
Buğday,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal,11.5
Buğday,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli,13.0
Buğday,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Ruzgarlı,12.5
Buğday,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu,3.5
Buğday,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Normal,12.4
Buğday,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli,14.0
Buğday,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Ruzgarlı,13.4
Buğday,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Yağmurlu,4.4
Buğday,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Normal,13.6
Buğday,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Güneşli,15.0
Buğday,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Ruzgarlı,14.6
Buğday,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Yağmurlu,5.6
Buğday,Kuru,Akdeniz Bölgesi,10-20,Normal,9.6
Buğday,Kuru,Akdeniz Bölgesi,10-20,Güneşli,11.0
Buğday,Kuru,Akdeniz Bölgesi,10-20,Ruzgarlı,10.6
Buğday,Kuru,Akdeniz Bölgesi,10-20,Yağmurlu,1.6
Buğday,Kuru,Akdeniz Bölgesi,20-30,Normal,10.7
Buğday,Kuru,Akdeniz Bölgesi,20-30,Güneşli,12.2
Buğday,Kuru,Akdeniz Bölgesi,20-30,Ruzgarlı,11.7
Buğday,Kuru,Akdeniz Bölgesi,20-30,Yağmurlu,2.7
Buğday,Kuru,Akdeniz Bölgesi,30-40,Normal,11.6
Buğday,Kuru,Akdeniz Bölgesi,30-40,Güneşli,13.1
Buğday,Kuru,Akdeniz Bölgesi,30-40,Ruzgarlı,12.6
Buğday,Kuru,Akdeniz Bölgesi,30-40,Yağmurlu,3.6
Buğday,Kuru,Akdeniz Bölgesi,40-50,Normal,12.5
Buğday,Kuru,Akdeniz Bölgesi,40-50,Güneşli,14.0
Buğday,Kuru,Akdeniz Bölgesi,40-50,Ruzgarlı,13.5
Buğday,Kuru,Akdeniz Bölgesi,40-50,Yağmurlu,4.5
Buğday,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Normal,8.4
Buğday,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Güneşli,9.9
Buğday,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Ruzgarlı,9.4
Buğday,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu,0.4
Buğday,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Normal,9.5
Buğday,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Güneşli,11.0
Buğday,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Ruzgarlı,10.5
Buğday,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu,1.5
Buğday,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Normal,10.4
Buğday,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Güneşli,11.9
Buğday,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Ruzgarlı,11.4
Buğday,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Yağmurlu,2.4
Buğday,Kuru,Güneydoğu Anadolu Bölgesi,40-50,Normal,11.35
Buğday,Kuru,Güneydoğu Anadolu Bölgesi,40-50,Güneşli,12.85
Buğday,Kuru,Güneydoğu Anadolu Bölgesi,40-50,Ruzgarlı,12.35
Buğday,Kuru,Güneydoğu Anadolu Bölgesi,40-50,Yağmurlu,3.3
Buğday,Kuru,Marmara Ege Karadeniz Bölgesi,10-20,Normal,6.9
Buğday,Kuru,Marmara Ege Karadeniz Bölgesi,10-20,Güneşli,8.4
Buğday,Kuru,Marmara Ege Karadeniz Bölgesi,10-20,Ruzgarlı,7.9
Buğday,Kuru,Marmara Ege Karadeniz Bölgesi,10-20,Yağmurlu,0.5
Buğday,Kuru,Marmara Ege Karadeniz Bölgesi,20-30,Normal,7.82
Buğday,Kuru,Marmara Ege Karadeniz Bölgesi,20-30,Güneşli,9.32
Buğday,Kuru,Marmara Ege Karadeniz Bölgesi,20-30,Ruzgarlı,8.82
Buğday,Kuru,Marmara Ege Karadeniz Bölgesi,20-30,Yağmurlu,0.8
Buğday,Kuru,Marmara Ege Karadeniz Bölgesi,30-40,Normal,8.85
Buğday,Kuru,Marmara Ege Karadeniz Bölgesi,30-40,Güneşli,10.35
Buğday,Kuru,Marmara Ege Karadeniz Bölgesi,30-40,Ruzgarlı,9.85
Buğday,Kuru,Marmara Ege Karadeniz Bölgesi,30-40,Yağmurlu,0.85
Buğday,Kuru,Marmara Ege Karadeniz Bölgesi,40-50,Normal,9.7
Buğday,Kuru,Marmara Ege Karadeniz Bölgesi,40-50,Güneşli,11.2
Buğday,Kuru,Marmara Ege Karadeniz Bölgesi,40-50,Ruzgarlı,10.7
Buğday,Kuru,Marmara Ege Karadeniz Bölgesi,40-50,Yağmurlu,1.7
Buğday,Nemli,İç ve Doğu Anadolu Bölgesi,10-20,Normal,8.06
Buğday,Nemli,İç ve Doğu Anadolu Bölgesi,10-20,Güneşli,9.56
Buğday,Nemli,İç ve Doğu Anadolu Bölgesi,10-20,Ruzgarlı,9.0
Buğday,Nemli,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu,0.1
Buğday,Nemli,İç ve Doğu Anadolu Bölgesi,20-30,Normal,9.1
Buğday,Nemli,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli,10.6
Buğday,Nemli,İç ve Doğu Anadolu Bölgesi,20-30,Ruzgarlı,10.1
Buğday,Nemli,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu,1.1
Buğday,Nemli,İç ve Doğu Anadolu Bölgesi,30-40,Normal,10.25
Buğday,Nemli,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli,11.75
Buğday,Nemli,İç ve Doğu Anadolu Bölgesi,30-40,Ruzgarlı,11.25
Buğday,Nemli,İç ve Doğu Anadolu Bölgesi,30-40,Yağmurlu,2.25
Buğday,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Normal,11.1
Buğday,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Güneşli,12.6
Buğday,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Ruzgarlı,12.1
Buğday,Nemli,İç ve Doğu Anadolu Bölgesi,40-50,Yağmurlu,3.1
Buğday,Nemli,Akdeniz Bölgesi,10-20,Normal,7.15
Buğday,Nemli,Akdeniz Bölgesi,10-20,Güneşli,8.65
Buğday,Nemli,Akdeniz Bölgesi,10-20,Ruzgarlı,8.15
Buğday,Nemli,Akdeniz Bölgesi,10-20,Yağmurlu,0.8
Buğday,Nemli,Akdeniz Bölgesi,20-30,Normal,8.1
Buğday,Nemli,Akdeniz Bölgesi,20-30,Güneşli,9.6
Buğday,Nemli,Akdeniz Bölgesi,20-30,Ruzgarlı,9.1
Buğday,Nemli,Akdeniz Bölgesi,20-30,Yağmurlu,0.1
Buğday,Nemli,Akdeniz Bölgesi,30-40,Normal,9.2
Buğday,Nemli,Akdeniz Bölgesi,30-40,Güneşli,10.7
Buğday,Nemli,Akdeniz Bölgesi,30-40,Ruzgarlı,10.2
Buğday,Nemli,Akdeniz Bölgesi,30-40,Yağmurlu,1.2
Buğday,Nemli,Akdeniz Bölgesi,40-50,Normal,10.1
Buğday,Nemli,Akdeniz Bölgesi,40-50,Güneşli,11.6
Buğday,Nemli,Akdeniz Bölgesi,40-50,Ruzgarlı,11.1
Buğday,Nemli,Akdeniz Bölgesi,40-50,Yağmurlu,2.1
Buğday,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Normal,5.88
Buğday,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Güneşli,7.38
Buğday,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Ruzgarlı,6.88
Buğday,Nemli,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu,0.3
Buğday,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Normal,6.8
Buğday,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Güneşli,8.6
Buğday,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Ruzgarlı,7.8
Buğday,Nemli,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu,0.6
Buğday,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Normal,7.9
Buğday,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Güneşli,9.4
Buğday,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Ruzgarlı,8.9
Buğday,Nemli,Güneydoğu Anadolu Bölgesi,30-40,Yağmurlu,0.8
Buğday,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Normal,8.7
Buğday,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Güneşli,10.5
Buğday,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Ruzgarlı,9.7
Buğday,Nemli,Güneydoğu Anadolu Bölgesi,40-50,Yağmurlu,0.7
Buğday,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Normal,4.34
Buğday,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Güneşli,5.84
Buğday,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Ruzgarlı,5.34
Buğday,Nemli,Marmara Ege Karadeniz Bölgesi,10-20,Yağmurlu,0.2
Buğday,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Normal,5.3
Buğday,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Güneşli,6.8
Buğday,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Ruzgarlı,6.3
Buğday,Nemli,Marmara Ege Karadeniz Bölgesi,20-30,Yağmurlu,0.3
Buğday,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Normal,6.35
Buğday,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Güneşli,7.85
Buğday,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Ruzgarlı,7.35
Buğday,Nemli,Marmara Ege Karadeniz Bölgesi,30-40,Yağmurlu,0.5
Buğday,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Normal,7.32
Buğday,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Güneşli,8.82
Buğday,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Ruzgarlı,8.32
Buğday,Nemli,Marmara Ege Karadeniz Bölgesi,40-50,Yağmurlu,0.8
Buğday,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Normal,6.2
Buğday,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Güneşli,7.7
Buğday,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Ruzgarlı,7.2
Buğday,Islak,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu,0.5
Buğday,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Normal,7.2
Buğday,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli,8.7
Buğday,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Ruzgarlı,8.2
Buğday,Islak,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu,0.8
Buğday,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Normal,8.3
Buğday,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli,9.8
Buğday,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Ruzgarlı,9.3
Buğday,Islak,İç ve Doğu Anadolu Bölgesi,30-40,Yağmurlu,0.3
Buğday,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Normal,9.4
Buğday,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Güneşli,10.9
Buğday,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Ruzgarlı,10.4
Buğday,Islak,İç ve Doğu Anadolu Bölgesi,40-50,Yağmurlu,1.4
Buğday,Islak,Akdeniz Bölgesi,10-20,Normal,5.3
Buğday,Islak,Akdeniz Bölgesi,10-20,Güneşli,6.8
Buğday,Islak,Akdeniz Bölgesi,10-20,Ruzgarlı,6.3
Buğday,Islak,Akdeniz Bölgesi,10-20,Yağmurlu,0.3
Buğday,Islak,Akdeniz Bölgesi,20-30,Normal,6.25
Buğday,Islak,Akdeniz Bölgesi,20-30,Güneşli,7.75
Buğday,Islak,Akdeniz Bölgesi,20-30,Ruzgarlı,7.25
Buğday,Islak,Akdeniz Bölgesi,20-30,Yağmurlu,0.5
Buğday,Islak,Akdeniz Bölgesi,30-40,Normal,7.35
Buğday,Islak,Akdeniz Bölgesi,30-40,Güneşli,8.85
Buğday,Islak,Akdeniz Bölgesi,30-40,Ruzgarlı,8.35
Buğday,Islak,Akdeniz Bölgesi,30-40,Yağmurlu,0.8
Buğday,Islak,Akdeniz Bölgesi,40-50,Normal,8.34
Buğday,Islak,Akdeniz Bölgesi,40-50,Güneşli,9.84
Buğday,Islak,Akdeniz Bölgesi,40-50,Ruzgarlı,9.34
Buğday,Islak,Akdeniz Bölgesi,40-50,Yağmurlu,0.34
Buğday,Islak,Güneydoğu Anadolu Bölgesi,10-20,Normal,4.0
Buğday,Islak,Güneydoğu Anadolu Bölgesi,10-20,Güneşli,5.5
Buğday,Islak,Güneydoğu Anadolu Bölgesi,10-20,Ruzgarlı,5.0
Buğday,Islak,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu,0.2
Buğday,Islak,Güneydoğu Anadolu Bölgesi,20-30,Normal,5.06
Buğday,Islak,Güneydoğu Anadolu Bölgesi,20-30,Güneşli,6.56
Buğday,Islak,Güneydoğu Anadolu Bölgesi,20-30,Ruzgarlı,6.06
Buğday,Islak,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu,0.3
Buğday,Islak,Güneydoğu Anadolu Bölgesi,30-40,Normal,6.04
Buğday,Islak,Güneydoğu Anadolu Bölgesi,30-40,Güneşli,7.56
Buğday,Islak,Güneydoğu Anadolu Bölgesi,30-40,Ruzgarlı,7.06
Buğday,Islak,Güneydoğu Anadolu Bölgesi,30-40,Yağmurlu,0.5
Buğday,Islak,Güneydoğu Anadolu Bölgesi,40-50,Normal,7.05
Buğday,Islak,Güneydoğu Anadolu Bölgesi,40-50,Güneşli,8.56
Buğday,Islak,Güneydoğu Anadolu Bölgesi,40-50,Ruzgarlı,8.05
Buğday,Islak,Güneydoğu Anadolu Bölgesi,40-50,Yağmurlu,0.8
Buğday,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Normal,2.48
Buğday,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Güneşli,3.98
Buğday,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Ruzgarlı,3.48
Buğday,Islak,Marmara Ege Karadeniz Bölgesi,10-20,Yağmurlu,0.1
Buğday,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Normal,3.48
Buğday,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Güneşli,4.98
Buğday,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Ruzgarlı,4.48
Buğday,Islak,Marmara Ege Karadeniz Bölgesi,20-30,Yağmurlu,0.1
Buğday,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Normal,4.48
Buğday,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Güneşli,5.98
Buğday,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Ruzgarlı,5.48
Buğday,Islak,Marmara Ege Karadeniz Bölgesi,30-40,Yağmurlu,0.2
Buğday,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Normal,5.48
Buğday,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Güneşli,6.98
Buğday,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Ruzgarlı,6.48
Buğday,Islak,Marmara Ege Karadeniz Bölgesi,40-50,Yağmurlu,0.3
Çilek,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Normal,6.12
Çilek,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Güneşli,7.62
Çilek,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Ruzgarlı,7.12
Çilek,Kuru,İç ve Doğu Anadolu Bölgesi,10-20,Yağmurlu,0.5
Çilek,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Normal,7.12
Çilek,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Güneşli,8.62
Çilek,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Ruzgarlı,8.12
Çilek,Kuru,İç ve Doğu Anadolu Bölgesi,20-30,Yağmurlu,0.8
Çilek,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Normal,8.12
Çilek,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Güneşli,9.62
Çilek,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Ruzgarlı,9.12
Çilek,Kuru,İç ve Doğu Anadolu Bölgesi,30-40,Yağmurlu,0.12
Çilek,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Normal,9.12
Çilek,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Güneşli,10.62
Çilek,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Ruzgarlı,10.12
Çilek,Kuru,İç ve Doğu Anadolu Bölgesi,40-50,Yağmurlu,1.12
Çilek,Kuru,Akdeniz Bölgesi,10-20,Normal,5.58
Çilek,Kuru,Akdeniz Bölgesi,10-20,Güneşli,7.08
Çilek,Kuru,Akdeniz Bölgesi,10-20,Ruzgarlı,6.58
Çilek,Kuru,Akdeniz Bölgesi,10-20,Yağmurlu,0.3
Çilek,Kuru,Akdeniz Bölgesi,20-30,Normal,6.58
Çilek,Kuru,Akdeniz Bölgesi,20-30,Güneşli,8.08
Çilek,Kuru,Akdeniz Bölgesi,20-30,Ruzgarlı,7.58
Çilek,Kuru,Akdeniz Bölgesi,20-30,Yağmurlu,0.5
Çilek,Kuru,Akdeniz Bölgesi,30-40,Normal,7.58
Çilek,Kuru,Akdeniz Bölgesi,30-40,Güneşli,9.08
Çilek,Kuru,Akdeniz Bölgesi,30-40,Ruzgarlı,8.58
Çilek,Kuru,Akdeniz Bölgesi,30-40,Yağmurlu,0.8
Çilek,Kuru,Akdeniz Bölgesi,40-50,Normal,8.58
Çilek,Kuru,Akdeniz Bölgesi,40-50,Güneşli,10.08
Çilek,Kuru,Akdeniz Bölgesi,40-50,Ruzgarlı,9.58
Çilek,Kuru,Akdeniz Bölgesi,40-50,Yağmurlu,0.58
Çilek,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Normal,4.86
Çilek,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Güneşli,6.36
Çilek,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Ruzgarlı,5.86
Çilek,Kuru,Güneydoğu Anadolu Bölgesi,10-20,Yağmurlu,0.2
Çilek,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Normal,5.86
Çilek,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Güneşli,7.36
Çilek,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Ruzgarlı,6.86
Çilek,Kuru,Güneydoğu Anadolu Bölgesi,20-30,Yağmurlu,0.3
Çilek,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Normal,6.86
Çilek,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Güneşli,8.36
Çilek,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Ruzgarlı,7.86
Çilek,Kuru,Güneydoğu Anadolu Bölgesi,30-40,Yağmurlu,0.5
